,Name,Short description,Description,tags,Categories,Images,ID
192,Lenovo Lenovo P2,Lenovo P2 review,,"Lenovo,Android,Dual SIM",android > Lenovo,"https://cdn.gsmarena.com/imgroot/reviews/17/lenovo-p2/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/lenovo-p2/ofic/-728w3/gsmarena_001.jpg",193
193,Samsung Galaxy A5 (2017),Samsung Galaxy A5 (2017) review,,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/17/samsung-galaxy-a5-2017/inline/-728/gsmarena_001.jpg,194
194,Google Pixel XL,Google Pixel XL review,,"Google,Android,HTC",android > Google,https://cdn.gsmarena.com/imgroot/reviews/16/google-pixel-xl/offic/-1024x768m/gsmarena_001.jpg,195
195,Lenovo K6 Power,Lenovo K6 Power review,,"Lenovo,Android",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/17/lenovo-k6-power/inline/-728w2/gsmarena_001.jpg,196
196,OnePlus OnePlus 3T,OnePlus 3T review,,"OnePlus,Android,Time-saver",android > OnePlus,"https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_011.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_012.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_013.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_014.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_015.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_016.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/oneplus-3t-time-saver/lifestyle/-728w2/gsmarena_017.jpg",197
197,Xiaomi Mi 5s Plus,Xiaomi Mi 5s Plus review,,"Xiaomi,Android,Dual SIM",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s-plus/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s-plus/ofic/-728w3/gsmarena_001.jpg",198
198,Google iPhone 7 Plus,iPhone 7 Plus vs. Pixel XL,,"Google,Apple,Android,iOS,Shootout",android > Google,https://cdn.gsmarena.com/imgroot/reviews/16/iphone-7-plus-pixel-xl/lifestyle/-728w2/gsmarena_006.jpg,199
199,Lenovo Moto G4 Plus,Moto G4 Plus review,,"Lenovo,Motorola,Android,Dual SIM",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-g4-plus/lifestyle/-728w2/gsmarena_015.jpg,200
200,Huawei Mate 9,Huawei Mate 9 & Mate 9 Porsche Design hands-on,,"Huawei,Android,Dual SIM",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-9/handson/lifestyle/-728w2/gsmarena_015.jpg,201
201,Android 10 evo,HTC Bolt preview,,"Android,HTC,Sprint",android > Android,https://cdn.gsmarena.com/imgroot/reviews/16/htc-bolt-hands-on//inline/-728/gsmarena_001.jpg,202
202,Huawei Mate 9,Huawei Mate 9 review,4.6,"Huawei,Android",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-9/inline/-728/gsmarena_001.jpg,203
203,Google Pixel,Google Pixel review,,"Google,Android",android > Google,https://cdn.gsmarena.com/imgroot/reviews/16/google-pixel/offic/-728/gsmarena_001.jpg,204
204,Asus Zenfone 3 ZE552KL,Asus Zenfone 3 review,,"Asus,Android",android > Asus,https://cdn.gsmarena.com/imgroot/reviews/16/asus-zenfone-3-ze552kl/review/lifestyle/-728w2/gsmarena_011.jpg,205
205,Meizu MX6,Meizu MX6 review,,"Meizu,Android",android > Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-mx6/lifestyle/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-mx6/ofic/-728/gsmarena_001.jpg",206
206,Sony Xperia X Compact,Sony Xperia X Compact review,,"Sony,Android,Time-saver",android > Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-compact/ts/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-compact/ts/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-compact/ts/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-compact/ts/-728w2/gsmarena_007.jpg",207
210,Xiaomi Redmi 4 Prime,Xiaomi Redmi 4 Prime review,,"Xiaomi,Android",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-4/lifestyle/-728w2/gsmarena_011.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-4/offic/-728/gsmarena_001.jpg",211
211,Xiaomi Mi Mix,Xiaomi Mi Mix review,,"Xiaomi,Android,Dual SIM",android > Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-mix/ofic/-728/gsmarena_001.jpg,212
213,Asus Zenwatch 3 WI503Q,Asus at IFA 2016,,"Asus,Android Wear,Smartwatches,Hands-on",android > Asus,https://cdn.gsmarena.com/imgroot/reviews/16/ifa-2016-asus/inline/-768w2/gsmarena_001.jpg,214
214,Lenovo Moto Z Play,Lenovo & Moto at IFA 2016,,"Lenovo,Motorola,Android,Hands-on",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/ifa-2016-lenovo/inline/-768mw2/gsmarena_001.jpg,215
215,Huawei nova,Huawei at IFA 2016,,"Huawei,Android,Hands-on",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/ifa-2016-huawei/-728w2/inline.jpg,216
216,ZTE Axon mini,ZTE at IFA 2016,,"ZTE,Android,Hands-on",android > ZTE,,217
217,Sony Xperia XZ,Sony at IFA 2016,,"Sony,Android,Hands-on",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/ifa-2016-sony/lifestyle/-728w2/gsmarena_001.jpg,218
218,Acer Liquid Z6 Plus,Acer at IFA 2016,,"Acer,Android,Dual SIM,Hands-on",android > Acer,https://cdn.gsmarena.com/imgroot/reviews/16/ifa-2016-acer/lifestyle/-728w2/gsmarena_001.jpg,219
220,Sony Xperia X Compact,Sony Xperia X Compact review,3.5,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-compact/lifestyle/-728w2/gsmarena_006.jpg,221
221,Huawei Honor 8,Honor 8 review,,"Huawei,Android,Honor,Dual SIM",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/honor-8/ofic/-728w3/gsmarena_001.jpg,222
222,Huawei nova plus,Huawei nova plus review,,"Huawei,Android,Dual SIM",android > Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-nova-plus/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-nova-plus/ofic/-728w3/gsmarena_001.jpg",223
223,Sony Xperia XZ,Sony Xperia XZ preview,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/preview/lifestyle/-728w2/gsmarena_001.jpg,224
224,LG V20,LG V20 hands-on,,"LG,Android,Hands-on",android > LG,https://cdn.gsmarena.com/imgroot/reviews/16/lg-v20/hands-on/lifestyle/-728w2/gsmarena_002.jpg,225
225,Xiaomi Redmi Pro,Xiaomi Redmi Pro review,,"Xiaomi,Android",android > Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-pro/lifestyle/-728w2/gsmarena_002.jpg,226
227,LG V20,LG V20 review,4.6,"LG,Android",android > LG,https://cdn.gsmarena.com/imgroot/reviews/16/lg-v20/review/lifestyle/-728w2/gsmarena_001.jpg,228
228,Sony Xperia XZ,Sony Xperia XZ review,3.9,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_003.jpg,229
229,Samsung Galaxy C5,Samsung Galaxy C5 review,2.8,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-c5/lifestyle/-728w2/gsmarena_003.jpg,230
230,Huawei nova,Huawei nova review,,"Huawei,Android,Dual SIM",android > Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-nova/lifestyle/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-nova/ofic/-728w3/gsmarena_001.jpg",231
231,Lenovo Phab2 Pro,Lenovo Phab2 Pro review ,,"Lenovo,Android,Dual SIM",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-phab2-pro/lifestyle/-728w2/gsmarena_001.jpg,232
232,Asus Zenfone 3 ZE552KL,Asus Zenfone 3 ZE552KL preview,,"Asus,Android",android > Asus,https://cdn.gsmarena.com/imgroot/reviews/16/asus-zenfone-3-ze552kl/preview//inline/-728w2/gsmarena_002.jpg,233
233,Google Pixel,Google Pixel and Pixel XL hands-on,,"Google,HTC,Android",android > Google,"https://cdn.gsmarena.com/imgroot/reviews/16/pixel-xl/inline/-728/gsmarena_100.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/pixel-xl/inline/-728/gsmarena_001.jpg",234
234,Samsung Galaxy J7 (2016),Samsung Galaxy J7 (2016) review,,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-j7-2016//lifestyle/-728w2/gsmarena_001.jpg,235
235,Sony Xperia XA,Sony Xperia XA review,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xa/lifestyle/-728w2/gsmarena_009.jpg,236
236,OnePlus OnePlus 3,OnePlus 3 review,4.3,"OnePlus,Android",android > OnePlus,https://cdn.gsmarena.com/imgroot/reviews/16/oneplus-3/lifestyle/-728w2/gsmarena_006.jpg,237
237,Lenovo Moto G4,Moto G4 review,,"Lenovo,Motorola,Android",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-g4/lifestyle/-728w2/gsmarena_002.jpg,238
238,Vivo Xplay5 Elite,vivo Xplay5 Elite review,,"Vivo,Android",android > Vivo,https://cdn.gsmarena.com/imgroot/reviews/16/vivo-xplay5-elite/lifestyle/-728w2/gsmarena_001.jpg,239
239,Samsung Galaxy S7 active,Samsung Galaxy S7 Active review,,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-active/lifestyle/-728w2/gsmarena_002.jpg,240
240,OnePlus OnePlus 3,OnePlus 3 review,,"OnePlus,Android,Time-saver",android > OnePlus,"https://cdn.gsmarena.com/imgroot/reviews/16/oneplus-3/lifestyle/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/oneplus-3/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/oneplus-3/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/oneplus-3/lifestyle/-728w2/gsmarena_006.jpg",241
241,Huawei P9 lite,Huawei P9 lite review,,"Huawei,Android",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9-lite/lifestyle/-728w2/gsmarena_001.jpg,242
242,Samsung Galaxy J2 (2016),Samsung Galaxy J2 (2016) preview,,"Samsung,Android,Preview",android > Samsung,,243
243,Sony Xperia E5,Sony Xperia E5 review,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-e5//lifestyle/-728w2/gsmarena_003.jpg,244
244,ZTE Zmax Pro,ZTE Zmax Pro hands-on,,"ZTE,Android,Metro PCS",android > ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/zte-zmax-pro-hands-on/inline/-728/gsmarena_011.jpg,245
245,Samsung Galaxy J3 (2016),Samsung Galaxy J3 (2016) review,,"Samsung,Android",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-j3-2016/lifestyle/-728w2/gsmarena_005.jpg,246
247,Alcatel Idol 4s,Alcatel Idol 4s review,,"Alcatel,Android",android > Alcatel,https://cdn.gsmarena.com/imgroot/reviews/16/alcatel-idol-4s/lifestyle/-728w2/gsmarena_300.jpg,248
248,Sony Xperia XA Ultra,Sony Xperia XA Ultra review,,"Sony,Android",android > Sony,,249
250,Xiaomi Mi 5,Xiaomi Mi 5 review,,"Xiaomi,Android,Time-saver",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/battery/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/lifestyle/-728w2/gsmarena_003.jpg",251
252,Huawei Huawei P9,Huawei P9 review,,"Huawei,Android",android > Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/ofic/-728w3/gsmarena_001.jpg",253
253,Sony Xperia X,Sony Xperia X hands-on,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-handson/lifestyle/-728w2/gsmarena_009.jpg,254
254,HTC HTC 10,HTC 10 hands-on,,"HTC,Android",android > HTC,,255
256,Oppo F1 Plus,Oppo F1 Plus review,,"Oppo,Android",android > Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-f1-plus/lifestyle/-728w2/gsmarena_101.jpg,257
257,Lenovo Vibe K5 Plus,Lenovo Vibe K5 Plus review,,"Lenovo,Android",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-k5-plus/lifestyle/-728w2/gsmarena_002.jpg,258
258,LG LG G5,LG G5 Friends review,,"LG,Android,Misc",android > LG,"https://cdn.gsmarena.com/imgroot/reviews/16/lg-friends/lifestyle/-728w2/gsmarena_014.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-friends/ofic/-728w3/gsmarena_004.jpg",259
259,vivo V3Max,Vivo V3Max review,,"vivo,Android",android > vivo,https://cdn.gsmarena.com/imgroot/reviews/16/vivo-v3max/lifestyle/-728w2/gsmarena_006.jpg,260
260,Motorola Moto X Force,Motorola Moto X Force review,,"Motorola,Android,Lenovo",android > Motorola,"https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-x-force/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-x-force/ofic/-728w3/gsmarena_001.jpg",261
261,LG Galaxy S7,LG G5 vs Samsung Galaxy S7,,"LG,Samsung,Android,Shootout",android > LG,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5-vs-galaxy-s7/lifestyle/-728w2/gsmarena_004.jpg,262
262,HTC HTC 10,HTC 10 review,4.4,"HTC,Android",android > HTC,https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/inline/-728w2/gsmarena_010.jpg,263
263,HTC HTC 10,HTC 10 vs. LG G5 vs. Samsung Galaxy S7,,"HTC,LG,Samsung,Android,Shootout",android > HTC,,264
266,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge hands-on,,"Samsung,Android,MWC 2016",android > Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/s7-edge-day/lifestyle/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/s7-edge-day/lifestyle/-728w2/gsmarena_007.jpg",267
267,LG LG G5,LG G5 vs. Samsung Galaxy S7 edge,,"LG,Samsung,Android,Shootout,MWC 2016",android > LG,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-lg-g5-vs-s7-edge/inline/-728w2/gsmarena_002.jpg,268
268,Xiaomi Redmi Note 3,Xiaomi Redmi Note 3 hands-on,,"Xiaomi,Android,Dual SIM",android > Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-note-3-snapdragon/lifestyle/-728w2/gsmarena_001.jpg,269
269,Xiaomi Mi 5,Xiaomi Mi 5 hands-on,,"Xiaomi,Android,MWC 2016",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-xiaomi/xiaomi-mi-5/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-xiaomi/xiaomi-mi-5/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-xiaomi/xiaomi-mi-5/lifestyle/-728w2/gsmarena_006.jpg",270
273,Huawei Mate 8,Huawei Mate 8 review,,"Huawei,Android,Time-saver",android > Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-8/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-8/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-8/battery/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-8//lifestyle/-728w2/gsmarena_002.jpg",274
276,Samsung Galaxy Note5,Samsung Galaxy Note5 review,,"Samsung,Android,Time-saver",android > Samsung,"https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-note5/lifestyle/-728w2/gsmarena_008.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-note5/micro/-728x314/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-note5/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-note5/lifestyle/-728w2/gsmarena_009.jpg",277
277,LG V10,LG V10 review,,"LG,Android,Time-saver",android > LG,"https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10//lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10//inline/-728/micro.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10//lifestyle/-728w2/gsmarena_003.jpg",278
278,Motorola Moto X Play,Motorola Moto X Play review,,"Motorola,Android,Time-saver",android > Motorola,"https://cdn.gsmarena.com/imgroot/reviews/15/motorola-moto-x-play/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/motorola-moto-x-play//micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/motorola-moto-x-play//lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/motorola-moto-x-play//lifestyle/-728w2/gsmarena_003.jpg",279
279,LG K10,LG K10 and LG K7 hands-on,,"LG,Android",android > LG,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-lg/inline/-728/gsmarena_001.jpg,280
280,Android Nexus 6P,Nexus 6P vs. LG V10 vs. Galaxy Note5,,"Android,Huawei,LG,Samsung,Meizu,Shootout",android > Android,,281
281,Android Nexus 6P,Nexus 6P vs. LG V10 vs. Galaxy Note5,,"Android,Huawei,LG,Samsung",android > Android,https://cdn.gsmarena.com/imgroot/reviews/16/note5-v10-nexus6p-vs/lifestyle/-728w2/gsmarena_002.jpg,282
282,Samsung Galaxy S7,Samsung Galaxy S7 review,4.6,"Samsung,Android",android > Samsung,,283
286,Huawei Mate 8,Huawei Mate 8 review,4.0,"Huawei,Android",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-8/lifestyle/-728w2/gsmarena_001.jpg,287
287,Xiaomi Redmi 3,Xiaomi Redmi 3 review,,"Xiaomi,Android,Dual SIM",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3/ofic/-728/gsmarena_001.jpg",288
288,Samsung Galaxy A5 (2016),Samsung Galaxy A5 (2016) review,,"Samsung,Android,Dual SIM",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-a5-2016/lifestyle/-728w2/gsmarena_009.jpg,289
289,Oppo Oppo F1,Oppo F1 review,,"Oppo,Android,Dual SIM",android > Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-f1/lifestyle/-728w2/gsmarena_001.jpg,290
290,Samsung Galaxy A7 (2016),Samsung Galaxy A7 (2016) review,,"Samsung,Android,Dual SIM",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-a7-2016/lifestyle/-728w2/gsmarena_004.jpg,291
291,Samsung Galaxy A9 (2016),Samsung Galaxy A9 (2016) review,,"Samsung,Android",android > Samsung,,292
292,Lenovo Vibe X3,Lenovo Vibe X3 hands-on,,"Lenovo,Android,Dual SIM",android > Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-x3/hands-on//lifestyle/-728w2/gsmarena_001.jpg,293
293,Android Honor 5X,Huawei Honor 5X review,,"Android,Huawei,Honor,DualSIM",android > Android,,294
296,OnePlus OnePlus X,OnePlus X hands-on,,"OnePlus,Android",android > OnePlus,https://cdn.gsmarena.com/imgroot/reviews/15/one-plus-x-handson/inline/-728/gsmarena_008.jpg,297
297,HTC One A9,HTC One A9 review,,"HTC,Android",android > HTC,"https://cdn.gsmarena.com/imgroot/reviews/15/htc-one-a9/review/ofic/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/htc-one-a9/review/ofic/-728/gsmarena_002.jpg",298
298,LG V10,LG V10 review,4.2,"LG,Android",android > LG,https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10/lifestyle/-728w2/gsmarena_004.jpg,299
299,Asus Zenfone Selfie ZD551KL,Asus Zenfone Selfie review,,"Asus,Android",android > Asus,https://cdn.gsmarena.com/imgroot/reviews/15/asus-zenfone-selfie-zd551kl//lifestyle/-728w2/gsmarena_002.jpg,300
301,Meizu PRO 5,Meizu Pro 5 review,,"Meizu,Android,Dual SIM",android > Meizu,"https://cdn.gsmarena.com/imgroot/reviews/15/meizu-pro-5/review/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/meizu-pro-5/review/ofic/-728/gsmarena_001.jpg",302
302,OnePlus OnePlus X,OnePlus X review,,"OnePlus,Android,Dual SIM",android > OnePlus,,303
303,Google Nexus 5X,LG Nexus 5X review,,"Google,LG,Android",android > Google,https://cdn.gsmarena.com/imgroot/reviews/15/lg-nexus-5x/lifestyle/-728w2/gsmarena_006.jpg,304
304,Huawei Mate S,Huawei Mate S review,,"Huawei,Android",android > Huawei,https://cdn.gsmarena.com/imgroot/reviews/15/huawei-mate-s/lifestyle/-728w2/gsmarena_001.jpg,305
305,Huawei Watch,Huawei Watch review,,"Huawei,Smartwatches,Android Wear",android > Huawei,"https://cdn.gsmarena.com/imgroot/reviews/15/huawei-watch/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/huawei-watch/inline/-728w3/gsmarena_001.jpg",306
306,Sony Xperia Z5 Premium,Sony Xperia Z5 Premium screen test,,"Sony,Android",android > Sony,"https://cdn.gsmarena.com/imgroot/news/15/11/xperia-z5-premium-test/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/news/15/11/xperia-z5-premium-test/lifestyle/-728w2/gsmarena_002.jpg",307
307,Sony Xperia Z5 Premium,Sony Xperia Z5 Premium review,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-z5-premium/ofic/-728/gsmarena_001.jpg,308
308,Meizu M1 Metal,Meizu m1 metal review,,"Meizu,Android,Dual SIM",android > Meizu,"https://cdn.gsmarena.com/imgroot/reviews/15/meizu-m1-metal/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/meizu-m1-metal/ofic/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/meizu-m1-metal/ofic/-728/gsmarena_002.jpg",309
311,ZTE nubia Z9 mini,ZTE Nubia Z9 mini review,,"ZTE,Android",android > ZTE,https://cdn.gsmarena.com/imgroot/reviews/15/zte-nubia-z9-mini/lifestyle/-728w2/gsmarena_004.jpg,312
313,Sony Xperia Z5 Premium,"Sony Xperia Z5, Z5 Compact and Z5 Premium hands-on",,"Sony,Android,IFA 2015",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-z5/hands-on/lifestyle/-728w2/gsmarena_003.jpg,314
314,vivo X5Pro,Vivo X5Pro review,,"vivo,Android",android > vivo,https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x5pro/lifestyle/-728w2/gsmarena_002.jpg,315
315,Oppo R7 Plus,Oppo R7 Plus review,,"Oppo,Android",android > Oppo,https://cdn.gsmarena.com/imgroot/reviews/15/oppo-r7-plus/lifestyle/-728w2/gsmarena_002.jpg,316
316,Sony Xperia M5,Sony Xperia M5 review,,"Sony,Android",android > Sony,https://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-m5-dual/lifestyle/-728w2/gsmarena_001.jpg,317
317,Samsung Galaxy J5,Samsung Galaxy J5 preview,,"Samsung,Android",android > Samsung,,318
318,Samsung Galaxy J7,Samsung Galaxy J7 review,,"Samsung,Android,Dual SIM",android > Samsung,https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-j7/lifestyle/-728w2/gsmarena_004.jpg,319
319,Meizu PRO 5,Meizu Pro 5 hands-on,,"Meizu,Android",android > Meizu,"https://cdn.gsmarena.com/imgroot/reviews/15/meizu-pro-5/inline/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/news/15/09/meizu-pro-5-official/inline/-728/gsmarena_001.jpg",320
320,Motorola Moto X Style,Moto X Style (Pure Edition) review,,"Motorola,Android",android > Motorola,https://cdn.gsmarena.com/imgroot/reviews/15/moto-x-pure-edition/lifestyle/-728w2/gsmarena_004.jpg,321
321,Sony Xperia C5 Ultra,Sony Xperia C5 Ultra review,,"Sony,Android,Dual SIM",android > Sony,"https://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-c5-ultra/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-c5-ultra/ofic/-728/gsmarena_001.jpg",322
324,LG Nexus 5X,Nexus 5X and Nexus 6P hands-on,,"LG,Huawei,Android",android > LG,https://cdn.gsmarena.com/imgroot/reviews/15/nexus-5x-6p-handson/-728/gsmarena_003.jpg,325
325,Xiaomi Redmi Note 2,Xiaomi Redmi Note 2 review,,"Xiaomi,Android,Dual SIM",android > Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-2/lifestyle/-728w2/gsmarena_011.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-2/ofic/-728/gsmarena_001.jpg",326
326,LG V10,LG V10 and Watch Urbane 2nd edition,,"LG,Android,Android Wear,Wearables",android > LG,"https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10-urbane-2/-728w1/gsmarena_012.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/lg-v10-urbane-2/-728w1/gsmarena_011.jpg",327
327,HTC One E9+,HTC One E9+ review,,"HTC,Android",android > HTC,,328
